node_pos_dumb,node_neg_dumb,node_all_dumb,node_pos_good,node_neg_good,node_all_good
2.4099999999999997,2.433333333333334,4.259999999999995,2.9199999999999973,3.003333333333328,4.259999999999995
1.7233333333333407,1.5900000000000067,3.129999999999987,1.8016666666666736,2.281666666666665,3.129999999999987
1.6716666666666768,1.5400000000000083,3.013333333333323,1.7400000000000106,2.2016666666666644,3.013333333333323
1.7016666666666764,1.5516666666666754,3.086666666666658,1.7883333333333427,2.2133333333333316,3.086666666666658
1.7016666666666773,1.5366666666666753,3.1016666666666577,1.7983333333333418,2.189999999999999,3.1016666666666577
1.730000000000008,1.525000000000011,3.099999999999993,1.828333333333341,2.181666666666667,3.099999999999993
1.7216666666666747,1.5250000000000103,3.0783333333333247,1.8233333333333406,2.16166666666667,3.0783333333333247
