nb_sample,node,max_cycle,avgcycle,max_delta,avg_delta
36,8,8,8,4.5,7,1.648936170212766,
69,8,8,8,3.6666666666666665,7,1.4166666666666667,
84,8,8,8,2.8,7,2.1272727272727274,
115,8,11,11,4.333333333333333,10,3.63953488372093,
174,8,10,10,5.5,9,2.5775862068965516,
182,8,8,8,4.5,7,2.7796610169491527,
319,8,11,11,5.0,9,3.630952380952381,
343,8,9,9,5.0,8,2.352272727272727,
406,8,9,9,2.8,8,4.032786885245901,
447,8,12,12,4.666666666666667,11,4.99,
480,8,8,8,3.6666666666666665,6,2.04,
687,8,9,9,5.0,8,2.026315789473684,
788,8,8,8,3.0,7,2.8979591836734695,
794,8,8,8,3.75,7,2.5921052631578947,
820,8,8,8,3.3333333333333335,7,2.1097560975609757,
822,8,8,8,3.3333333333333335,7,2.6,
824,8,12,12,6.5,11,4.347222222222222,
883,8,9,9,3.0,8,4.010869565217392,
998,8,8,8,4.5,7,1.0,
1109,8,10,10,4.0,9,5.742857142857143,
1136,8,10,10,5.5,9,3.9444444444444446,
1219,8,14,14,7.5,13,5.055555555555555,
1240,8,14,14,7.5,13,5.491071428571429,
1337,8,12,12,6.5,11,4.575757575757576,
1390,8,9,9,4.0,8,2.65,
1408,8,10,10,5.5,9,3.522727272727273,
1506,8,9,9,4.666666666666667,8,2.090909090909091,
1575,8,8,8,4.5,7,1.6470588235294117,
1828,8,11,11,4.333333333333333,10,5.049019607843137,
1871,8,8,8,4.5,7,2.52,
1880,8,8,8,3.3333333333333335,7,3.0714285714285716,
1895,8,10,10,4.0,9,4.1328125,
1942,8,12,12,6.5,11,4.655737704918033,
1955,8,12,12,5.333333333333333,11,4.672131147540983,
2001,8,8,8,4.0,7,2.9098360655737703,
2067,8,13,13,7.0,12,6.022222222222222,
2071,8,8,8,4.5,7,2.477272727272727,
2156,8,9,9,3.6666666666666665,8,4.479591836734694,
2227,8,16,16,6.0,15,6.68,
2270,8,10,10,4.5,9,2.775,
2316,8,10,10,4.0,9,2.8815789473684212,
2379,8,9,9,3.4,8,3.7962962962962963,
2475,8,8,8,3.25,7,2.234375,
2609,8,10,10,4.0,9,4.160377358490566,
2651,8,9,9,5.0,8,1.9166666666666667,
2752,8,10,10,4.0,9,2.0,
2762,8,12,12,6.5,11,4.148936170212766,
2787,8,10,10,5.5,8,3.8,
2859,8,8,8,3.25,7,2.0634920634920637,
2882,8,9,9,3.25,7,2.6923076923076925,
2963,8,8,8,4.5,7,1.9910714285714286,
2980,8,13,13,5.333333333333333,11,5.991803278688525,
3145,8,10,10,5.5,9,3.2,
3429,8,8,8,3.3333333333333335,7,2.6904761904761907,
3498,8,9,9,5.0,8,1.7983870967741935,
3534,8,8,8,4.5,7,2.0606060606060606,
3591,8,8,8,3.3333333333333335,7,2.5762711864406778,
3679,8,9,9,5.0,6,1.6016949152542372,
3719,8,8,8,4.333333333333333,7,1.4435483870967742,
3738,8,12,12,4.666666666666667,11,5.097560975609756,
3762,8,8,8,4.5,7,3.28125,
3778,8,14,14,7.5,13,4.390243902439025,
3796,8,9,9,5.0,8,3.3857142857142857,
3842,8,12,12,6.5,11,5.625,
3863,8,9,9,4.5,7,2.7830188679245285,
3904,8,9,9,3.6666666666666665,8,3.8048780487804876,
3942,8,10,10,4.333333333333333,9,4.08,
3963,8,8,8,2.8,6,1.8269230769230769,
3980,8,8,8,2.75,7,1.6142857142857143,
4009,8,9,9,3.0,8,3.6025641025641026,
4090,8,8,8,4.5,7,1.5,
4167,8,8,8,3.0,7,2.9285714285714284,
4170,8,8,8,4.5,7,0.75,
4239,8,11,11,6.0,10,3.3425925925925926,
4249,8,9,9,5.0,8,2.0365853658536586,
4295,8,10,10,4.0,9,2.7444444444444445,
4307,8,8,8,4.5,7,1.8688524590163935,
4308,8,8,8,3.3333333333333335,7,2.111111111111111,
4341,8,10,10,5.666666666666667,9,2.1052631578947367,
4350,8,15,15,8.0,14,6.0,
4401,8,10,10,5.5,9,3.0081967213114753,
4511,8,8,8,4.5,7,3.4166666666666665,
4522,8,11,11,4.666666666666667,10,2.8524590163934427,
4536,8,8,8,3.3333333333333335,7,2.641509433962264,
4572,8,8,8,4.5,7,1.6864406779661016,
4687,8,9,9,3.6666666666666665,8,3.298076923076923,
4707,8,8,8,4.5,7,0.9722222222222222,
4722,8,8,8,4.5,7,1.608695652173913,
4770,8,11,11,6.0,10,3.557377049180328,
4784,8,8,8,4.5,7,2.1964285714285716,
4794,8,8,8,3.3333333333333335,7,1.9152542372881356,
4795,8,9,9,3.6666666666666665,8,2.4125,
4923,8,8,8,3.3333333333333335,7,1.2203389830508475,
4937,8,9,9,5.0,8,3.26,
4940,8,9,9,4.0,8,3.725,
4941,8,9,9,4.0,8,3.75,
