sample_nb,density,max_cycle,avgcycle,nb_attractor,nb_fixed_point,mxc_inhib,avgc_inhib,mxc_exct,avgc_exct,mxc_all,avgc_all,totalInhibition,totalExcitation,totalAutoInhibition,totalAutoExcitation,
1365,0.250,1,1.000,2,2,0,0.000,1,1.000,4,2.667,4,5,0,1,
1366,0.389,1,1.000,1,1,2,2.000,1,1.000,5,3.077,6,8,0,2,
1367,0.889,4,2.500,2,1,3,2.000,6,3.758,6,4.461,12,20,2,3,
1368,0.333,1,1.000,4,4,2,1.250,1,1.000,3,1.429,9,3,3,2,
1369,0.639,2,1.333,3,2,4,2.250,4,2.500,6,4.118,12,11,2,0,
1370,0.500,2,1.333,3,2,1,1.000,3,2.000,6,3.286,7,11,3,1,
1371,0.278,2,1.500,4,2,2,1.500,1,1.000,3,1.600,4,6,1,2,
1372,0.333,2,1.500,2,1,2,1.333,2,2.000,4,2.286,7,5,2,0,
1373,0.333,2,1.333,3,2,1,1.000,3,1.667,5,2.714,5,7,1,2,
1374,0.611,2,1.500,2,1,4,2.429,3,1.750,6,3.541,12,10,2,2,
1375,0.306,1,1.000,1,1,1,1.000,0,0.000,4,2.250,7,4,2,0,
1376,0.333,1,1.000,2,2,0,0.000,1,1.000,4,2.400,4,8,0,1,
1377,0.306,1,1.000,1,1,3,2.333,0,0.000,3,2.500,8,3,1,0,
1378,0.306,2,1.333,6,4,2,2.000,2,1.500,5,3.000,6,5,0,1,
1379,0.278,1,1.000,1,1,3,1.600,0,0.000,3,1.600,9,1,3,0,
1380,0.750,1,1.000,3,3,5,3.000,3,1.600,6,4.281,15,12,1,3,
1381,0.583,1,1.000,1,1,6,3.357,2,2.000,6,3.737,14,7,3,0,
1382,0.639,2,1.333,3,2,2,1.667,2,1.400,6,4.134,10,13,1,3,
1383,0.806,2,1.500,2,1,6,2.769,6,3.000,6,4.239,17,12,4,2,
1384,0.250,1,1.000,1,1,1,1.000,0,0.000,3,2.000,4,5,1,0,
1385,0.556,4,2.500,2,1,1,1.000,5,3.000,5,2.706,9,11,3,2,
1386,0.611,1,1.000,2,2,3,2.000,2,1.333,6,3.771,11,11,2,2,
1387,0.917,2,1.500,2,1,5,3.074,3,2.000,6,4.557,20,13,4,2,
1388,0.500,1,1.000,3,3,2,1.667,2,1.500,4,2.182,11,7,1,2,
1389,0.278,3,2.000,2,1,1,1.000,3,3.000,6,4.000,5,5,1,0,
1390,0.306,1,1.000,1,1,3,2.750,0,0.000,3,2.500,9,2,0,0,
1391,0.361,1,1.000,2,2,1,1.000,1,1.000,5,2.375,8,5,1,1,
1392,0.917,5,3.000,2,1,5,2.800,6,3.839,6,4.530,15,18,3,3,
1393,0.611,1,1.000,3,3,6,3.545,1,1.000,6,3.553,13,9,2,2,
1394,0.361,1,1.000,3,3,2,1.333,1,1.000,2,1.200,9,4,2,2,
1395,0.333,1,1.000,2,2,1,1.000,1,1.000,4,2.429,7,5,1,1,
1396,0.806,2,1.500,2,1,5,2.778,5,3.143,6,4.463,14,15,3,1,
1397,0.361,1,1.000,2,2,2,1.500,2,1.333,5,2.300,6,7,1,2,
1398,0.750,1,1.000,3,3,5,3.071,5,2.250,6,4.264,17,10,3,2,
1399,0.250,1,1.000,2,2,1,1.000,1,1.000,4,2.000,4,5,1,1,
1400,0.778,2,1.750,4,1,4,2.333,4,2.333,6,4.040,11,17,1,3,
1401,0.417,5,1.667,6,5,3,2.500,4,1.750,5,2.667,8,7,0,3,
1402,0.583,2,1.500,2,1,5,2.700,1,1.000,6,3.364,14,7,3,1,
1403,0.333,2,1.500,2,1,1,1.000,4,3.000,5,3.200,4,8,1,0,
1404,0.833,5,3.000,2,1,4,2.571,6,3.450,6,4.457,13,17,2,3,
1405,0.361,1,1.000,1,1,3,2.000,0,0.000,6,3.929,8,5,1,0,
1406,0.889,2,1.333,3,2,4,2.333,6,3.743,6,4.545,12,20,2,3,
1407,0.417,1,1.000,1,1,2,1.500,0,0.000,6,3.562,10,5,1,0,
1408,0.306,1,1.000,1,1,1,1.000,0,0.000,2,1.400,7,4,3,0,
1409,0.722,1,1.000,2,2,2,1.500,5,2.818,6,4.339,10,16,1,2,
1410,0.250,3,1.833,6,3,0,0.000,3,2.667,3,2.667,1,8,0,0,
1411,0.944,1,1.000,3,3,5,3.409,5,2.643,6,4.731,17,17,0,4,
1412,0.361,1,1.000,2,2,3,1.750,1,1.000,6,2.667,8,5,2,1,
1413,0.361,2,1.889,9,1,1,1.000,2,1.333,2,1.167,4,9,3,2,
1414,0.278,1,1.000,1,1,1,1.000,0,0.000,4,2.400,4,6,1,0,
1415,0.306,1,1.000,2,2,1,1.000,4,3.000,4,2.571,4,7,2,0,
1416,0.806,2,1.500,2,1,4,2.625,5,3.235,6,4.396,13,16,2,3,
1417,0.500,1,1.000,2,2,4,2.400,1,1.000,6,3.655,12,6,1,1,
1418,0.306,2,1.250,4,3,0,0.000,2,1.500,4,2.667,4,7,0,1,
1419,0.333,1,1.000,1,1,1,1.000,1,1.000,4,2.286,7,5,2,1,
1420,0.250,1,1.000,1,1,2,2.000,0,0.000,4,3.000,5,4,0,0,
1421,0.806,2,1.250,4,3,4,2.571,5,2.824,6,4.275,11,18,1,4,
1422,0.944,2,1.500,2,1,6,3.111,4,2.143,6,4.608,18,16,4,2,
1423,0.361,1,1.000,2,2,3,1.750,1,1.000,4,2.143,9,4,2,1,
1424,0.778,2,1.333,6,4,3,2.143,5,2.091,6,4.054,12,16,1,5,
1425,0.750,2,1.500,2,1,3,1.500,5,3.000,6,3.677,14,13,4,1,
1426,0.667,2,1.500,2,1,3,1.600,4,2.750,6,3.612,10,14,3,1,
1427,0.583,1,1.000,3,3,2,2.000,2,1.200,6,3.829,10,11,0,4,
1428,0.833,1,1.000,4,4,5,2.778,5,2.333,6,4.442,16,14,2,3,
1429,0.250,1,1.000,3,3,3,3.000,1,1.000,4,2.250,4,5,0,2,
1430,0.528,1,1.000,2,2,2,1.500,1,1.000,5,2.667,10,9,1,3,
1431,0.444,2,1.250,4,3,1,1.000,2,1.667,5,3.000,7,9,1,1,
1432,0.389,2,1.250,4,3,3,2.333,2,1.500,6,2.800,9,5,0,1,
1433,0.528,2,1.250,4,3,5,2.571,1,1.000,6,3.480,12,7,2,2,
1434,0.444,1,1.000,1,1,3,1.800,0,0.000,5,2.444,11,5,2,0,
1435,0.389,3,1.500,4,3,2,1.333,3,1.667,4,1.857,7,7,2,2,
1436,0.278,1,1.000,1,1,0,0.000,1,1.000,2,1.750,5,5,0,1,
1437,0.389,1,1.000,5,5,1,1.000,1,1.000,4,1.889,9,5,2,3,
1438,0.306,1,1.000,5,5,0,0.000,1,1.000,5,2.333,4,7,0,3,
1439,0.361,1,1.000,3,3,1,1.000,1,1.000,2,1.250,7,6,1,2,
1440,0.667,1,1.000,1,1,5,2.571,3,2.000,6,3.705,12,12,3,1,
1441,0.972,3,2.000,2,1,6,3.906,5,3.333,6,4.657,24,11,5,1,
1442,0.917,1,1.000,3,3,2,2.000,6,3.968,6,4.530,8,25,0,6,
1443,0.472,2,1.500,4,2,2,1.500,2,1.250,5,2.571,7,10,1,3,
1444,0.333,1,1.000,3,3,2,1.333,1,1.000,2,1.333,6,6,2,2,
1445,0.250,1,1.000,2,2,1,1.000,1,1.000,3,1.800,4,5,1,1,
1446,0.528,1,1.000,1,1,4,3.000,4,3.000,6,3.857,10,9,0,0,
1447,0.806,3,2.200,5,1,6,3.143,4,2.250,6,4.389,15,14,2,2,
1448,0.917,1,1.000,6,6,6,3.647,4,1.800,6,4.566,15,18,1,5,
1449,0.583,3,2.000,2,1,1,1.000,6,3.222,6,4.071,7,14,1,1,
1450,0.472,5,2.667,3,1,5,3.000,2,1.667,6,3.409,10,7,0,1,
1451,0.917,2,1.333,3,2,4,2.333,5,3.000,6,4.620,14,19,2,3,
1452,0.583,1,1.000,2,2,3,2.333,6,3.833,6,4.186,9,12,0,1,
1453,0.944,1,1.000,2,2,5,3.000,4,2.000,6,4.575,16,18,2,4,
1454,0.694,1,1.000,3,3,6,3.417,1,1.000,6,3.986,17,8,3,2,
1455,0.444,1,1.000,2,2,0,0.000,1,1.000,5,2.727,7,9,0,3,
1456,0.444,1,1.000,2,2,1,1.000,5,2.875,6,3.071,4,12,2,1,
1457,0.500,1,1.000,2,2,3,2.000,4,2.333,6,3.174,10,8,1,1,
1458,0.278,1,1.000,1,1,4,2.400,0,0.000,4,2.400,10,0,2,0,
1459,0.889,7,4.000,2,1,6,4.080,6,3.143,6,4.633,16,16,1,3,
1460,0.583,3,2.000,3,1,4,2.200,3,2.000,6,3.655,11,10,2,1,
1461,0.389,2,1.333,6,4,2,2.000,2,1.500,4,2.333,6,8,0,2,
1462,0.389,1,1.000,2,2,0,0.000,1,1.000,5,3.091,5,9,0,1,
1463,0.833,2,1.250,4,3,4,2.714,6,3.400,6,4.464,11,19,1,4,
1464,1.000,1,1.000,3,3,5,2.643,4,2.364,6,4.713,19,17,3,3,
1465,0.472,2,1.667,3,1,4,2.667,6,3.571,6,3.871,7,10,1,0,
1466,0.333,1,1.000,2,2,3,2.000,1,1.000,6,3.444,6,6,1,1,
1467,0.278,1,1.000,1,1,1,1.000,0,0.000,2,1.667,6,4,1,0,
1468,0.333,4,2.000,3,2,0,0.000,4,3.000,4,2.857,3,9,0,1,
1469,0.472,1,1.000,3,3,1,1.000,2,1.250,5,2.250,5,12,1,3,
1470,0.250,4,2.500,2,1,1,1.000,1,1.000,2,1.333,4,5,1,1,
1471,0.528,2,1.500,2,1,3,1.333,5,3.000,6,3.056,10,9,5,1,
1472,0.306,2,1.500,6,3,0,0.000,2,1.667,4,2.167,4,7,0,1,
1473,0.361,2,1.600,5,2,1,1.000,3,2.000,4,2.125,4,9,2,1,
1474,0.250,1,1.000,2,2,2,1.500,1,1.000,2,1.333,5,4,1,1,
1475,0.250,1,1.000,6,6,0,0.000,1,1.000,1,1.000,6,3,0,3,
1476,0.972,2,1.500,2,1,2,1.375,6,4.025,6,4.657,15,20,5,1,
1477,0.556,1,1.000,2,2,3,2.500,3,1.500,6,3.462,10,10,0,3,
1478,0.639,2,1.333,3,2,5,2.300,2,2.000,6,4.062,15,8,3,0,
1479,0.361,1,1.000,1,1,1,1.000,3,3.000,4,2.429,7,6,1,0,
1480,0.861,2,1.400,5,3,5,2.222,4,2.385,6,4.261,14,17,3,3,
1481,0.778,1,1.000,2,2,6,3.421,4,2.167,6,4.226,17,11,3,2,
1482,0.306,2,1.500,2,1,1,1.000,1,1.000,1,1.000,4,7,3,1,
1483,0.611,2,1.167,6,5,1,1.000,5,2.273,5,2.966,6,16,2,4,
1484,0.278,4,2.333,3,1,3,2.500,4,4.000,5,3.714,6,4,0,0,
1485,0.417,2,1.500,2,1,4,2.400,1,1.000,6,2.833,10,5,2,1,
1486,0.333,2,1.250,8,6,1,1.000,2,1.333,5,2.286,5,7,1,2,
1487,0.722,4,1.750,4,3,4,2.444,2,1.500,6,4.045,14,12,2,2,
1488,0.583,2,1.200,5,4,5,3.300,2,1.250,6,3.300,13,8,1,3,
1489,0.556,1,1.000,6,6,5,3.000,1,1.000,5,2.353,10,10,1,4,
1490,0.778,2,1.333,3,2,2,1.400,4,2.000,6,4.232,13,15,3,3,
1491,0.389,2,1.750,4,1,1,1.000,2,2.000,5,2.556,5,9,3,0,
1492,0.722,2,1.500,2,1,4,2.750,6,3.444,6,4.432,10,16,1,1,
1493,0.417,2,1.250,4,3,2,1.667,2,1.333,6,2.833,8,7,1,2,
1494,0.194,1,1.000,2,2,1,1.000,1,1.000,3,1.500,4,3,2,1,
1495,0.750,2,1.333,3,2,5,2.462,4,2.600,6,4.230,17,10,3,1,
1496,0.750,2,1.667,3,1,2,1.333,4,2.286,6,4.264,12,15,2,2,
1497,0.694,2,1.500,2,1,3,2.000,3,2.000,6,4.297,13,12,1,1,
1498,0.917,1,1.000,2,2,6,3.729,2,1.500,6,4.678,22,11,2,2,
1499,0.389,2,1.500,2,1,4,2.000,2,2.000,4,2.250,9,5,2,0,
1500,1.000,1,1.000,2,2,6,3.957,6,2.600,6,4.713,21,15,2,4,
1501,0.611,1,1.000,3,3,5,3.438,1,1.000,6,3.983,13,9,0,3,
1502,0.250,1,1.000,1,1,0,0.000,0,0.000,4,3.500,5,4,0,0,
1503,0.500,1,1.000,1,1,3,1.500,5,3.500,6,3.292,10,8,3,0,
1504,0.278,1,1.000,2,2,2,1.500,1,1.000,2,1.333,5,5,1,1,
1505,0.472,1,1.000,3,3,3,1.667,2,1.500,4,2.214,8,9,2,2,
1506,0.361,2,1.250,4,3,2,2.000,2,1.500,5,2.778,7,6,0,1,
1507,0.667,1,1.000,2,2,4,2.000,3,1.667,6,3.909,10,14,2,3,
1508,0.306,1,1.000,1,1,2,1.250,0,0.000,5,2.167,7,4,3,0,
1509,0.917,1,1.000,2,2,6,3.056,2,1.500,6,4.557,18,15,4,2,
1510,0.806,1,1.000,1,1,3,1.400,5,2.889,6,4.273,15,14,4,2,
1511,0.333,1,1.000,1,1,2,2.000,0,0.000,4,3.111,6,6,0,0,
1512,0.472,2,1.111,9,8,2,1.500,2,1.200,5,2.417,8,9,1,4,
1513,0.361,1,1.000,2,2,0,0.000,2,1.500,2,1.750,5,8,0,1,
1514,0.944,2,1.500,4,2,5,2.867,6,3.000,6,4.668,16,18,2,3,
1515,0.500,2,1.333,3,2,2,1.333,2,1.500,6,2.929,10,8,2,1,
1516,0.528,1,1.000,2,2,1,1.000,3,2.000,6,3.333,9,10,3,1,
1517,0.389,1,1.000,1,1,3,2.667,0,0.000,6,3.778,8,6,0,0,
1518,0.694,2,1.200,5,4,5,2.889,4,1.750,6,3.712,12,13,1,5,
1519,0.639,1,1.000,2,2,5,2.700,1,1.000,6,3.830,14,9,3,2,
1520,0.389,1,1.000,2,2,1,1.000,4,2.333,5,2.917,7,7,2,1,
1521,0.333,2,1.500,2,1,2,1.333,1,1.000,6,2.429,7,5,2,1,
1522,0.889,8,2.750,4,3,4,2.500,6,3.794,6,4.601,12,20,1,3,
1523,0.250,1,1.000,3,3,0,0.000,1,1.000,3,1.667,3,6,0,2,
1524,0.917,1,1.000,4,4,5,3.083,6,3.111,6,4.620,15,18,1,4,
1525,0.917,2,1.667,3,1,3,1.778,6,2.929,6,4.550,17,16,4,2,
1526,0.472,1,1.000,2,2,2,1.500,2,1.500,5,2.545,10,7,2,1,
1527,0.778,1,1.000,2,2,2,1.333,6,3.577,6,4.298,11,17,2,2,
1528,0.583,4,2.333,3,1,1,1.000,5,2.700,6,3.231,7,14,2,2,
1529,0.250,2,1.600,10,4,2,1.500,2,2.000,2,1.750,5,4,1,0,
1530,0.972,1,1.000,3,3,6,3.895,5,2.273,6,4.657,19,16,1,5,
1531,0.333,2,1.500,4,2,1,1.000,1,1.000,5,2.167,8,4,2,2,
1532,0.917,1,1.000,2,2,3,1.833,5,2.941,6,4.562,15,18,2,4,
1533,0.667,1,1.000,1,1,2,1.250,3,3.000,6,4.283,13,11,3,0,
1534,0.444,1,1.000,1,1,0,0.000,1,1.000,6,3.412,8,8,0,2,
1535,0.389,2,1.500,6,3,2,2.000,2,1.750,6,3.250,5,9,0,1,
1536,0.417,4,2.333,3,1,2,1.333,4,4.000,6,3.400,8,7,2,0,
1537,0.500,1,1.000,3,3,1,1.000,3,2.167,6,3.710,7,11,1,2,
1538,0.750,2,1.500,2,1,2,1.250,6,3.977,6,4.262,8,19,3,0,
1539,0.889,1,1.000,2,2,5,2.455,4,2.714,6,4.571,18,14,4,1,
1540,0.889,2,1.750,4,1,5,2.714,4,2.333,6,4.493,15,17,3,3,
1541,0.472,2,1.333,3,2,1,1.000,3,1.800,5,2.462,6,11,2,2,
1542,0.333,1,1.000,4,4,2,2.000,1,1.000,4,2.167,6,6,0,2,
1543,0.333,1,1.000,4,4,1,1.000,1,1.000,5,2.286,5,7,1,3,
1544,0.472,2,1.500,2,1,4,2.600,3,2.000,6,3.316,10,7,1,1,
1545,0.472,1,1.000,3,3,5,3.750,1,1.000,5,3.000,9,8,0,2,
1546,0.417,1,1.000,2,2,3,2.333,2,2.000,4,2.846,8,7,0,0,
1547,0.417,1,1.000,1,1,2,1.500,1,1.000,6,3.000,8,7,1,1,
1548,0.500,2,1.333,3,2,2,1.250,2,1.500,6,3.417,11,7,3,1,
1549,0.833,3,2.000,2,1,5,2.400,5,3.077,6,4.480,15,15,4,0,
1550,0.556,2,1.250,4,3,2,1.500,2,1.500,5,2.810,8,12,1,2,
1551,0.417,3,2.000,2,1,2,1.333,4,3.333,5,3.067,8,7,2,0,
1552,0.278,1,1.000,1,1,1,1.000,0,0.000,2,1.333,7,3,2,0,
1553,1.000,3,2.000,3,1,6,3.381,6,3.704,6,4.713,17,19,2,4,
1554,0.222,1,1.000,2,2,0,0.000,1,1.000,5,3.333,1,7,0,1,
1555,0.639,3,1.750,4,2,4,2.667,6,3.364,6,4.176,9,14,1,1,
1556,0.694,1,1.000,2,2,2,1.250,5,3.000,6,3.741,11,14,3,1,
1557,0.444,5,3.000,2,1,3,2.000,5,3.000,6,3.133,8,8,1,1,
1558,0.778,2,1.333,3,2,6,3.474,2,1.333,6,4.308,18,10,2,2,
1559,0.639,5,1.500,8,7,4,2.500,5,2.000,6,3.561,9,14,1,5,
1560,0.667,3,2.000,2,1,5,2.600,4,2.800,6,4.030,10,14,2,1,
1561,0.778,1,1.000,2,2,2,1.500,3,1.875,6,4.060,12,16,2,3,
1562,0.778,6,2.750,4,1,4,2.000,6,3.500,6,4.200,13,15,4,2,
1563,0.528,6,3.500,2,1,1,1.000,4,2.333,6,3.515,6,13,1,1,
1564,0.417,2,1.333,3,2,2,1.333,2,2.000,6,3.154,10,5,2,0,
1565,1.000,1,1.000,2,2,6,3.240,6,3.267,6,4.713,20,16,4,2,
1566,0.333,1,1.000,3,3,1,1.000,1,1.000,1,1.000,9,3,2,2,
1567,0.722,2,1.500,2,1,5,2.625,5,2.500,6,4.257,13,13,3,1,
1568,0.250,1,1.000,10,10,0,0.000,1,1.000,1,1.000,3,6,0,4,
1569,0.333,1,1.000,1,1,3,1.667,0,0.000,6,2.857,7,5,2,0,
1570,0.333,1,1.000,2,2,5,3.500,1,1.000,5,3.111,7,5,0,1,
1571,0.611,2,1.500,2,1,4,2.200,5,2.833,6,3.875,9,13,2,1,
1572,0.472,3,2.000,2,1,2,1.500,3,2.000,5,2.643,9,8,2,1,
1573,0.444,1,1.000,1,1,1,1.000,2,1.500,6,3.308,10,6,1,1,
1574,0.722,1,1.000,2,2,1,1.000,6,3.694,6,4.047,7,19,3,2,
1575,0.611,1,1.000,3,3,3,2.333,3,1.500,6,4.035,11,11,0,3,
1576,0.889,1,1.000,2,2,3,1.571,5,3.150,6,4.486,15,17,4,2,
1577,0.611,2,1.500,2,1,1,1.000,6,3.643,6,4.088,9,13,3,1,
1578,0.667,2,1.333,3,2,3,1.800,2,1.333,6,4.054,12,12,2,2,
1579,0.250,3,1.667,3,2,0,0.000,3,2.000,6,3.400,3,6,0,1,
1580,0.278,2,1.500,2,1,1,1.000,2,2.000,4,2.000,5,5,2,0,
1581,0.389,1,1.000,6,6,2,1.667,1,1.000,2,1.333,10,4,1,3,
1582,0.639,6,3.500,2,1,1,1.000,6,3.692,6,4.016,9,14,3,1,
1583,0.583,2,1.333,3,2,5,2.917,3,2.500,6,3.984,13,8,1,0,
1584,0.361,1,1.000,4,4,0,0.000,2,1.333,5,2.800,6,7,0,2,
1585,0.278,1,1.000,4,4,0,0.000,1,1.000,5,2.857,4,6,0,2,
1586,0.444,2,1.333,3,2,1,1.000,1,1.000,6,3.312,7,9,2,2,
1587,0.583,2,1.500,2,1,4,2.333,2,1.333,6,3.269,14,7,2,2,
1588,0.722,4,2.250,4,1,3,1.600,3,2.100,6,3.810,11,15,3,3,
1589,0.361,3,2.000,2,1,1,1.000,3,2.000,5,2.889,5,8,1,1,
1590,1.000,1,1.000,1,1,6,3.568,6,3.091,6,4.713,22,14,5,1,
1591,0.750,3,2.000,4,1,2,1.333,6,3.875,6,4.165,12,15,4,0,
1592,0.417,1,1.000,5,5,2,2.000,2,1.167,4,1.889,4,11,0,5,
1593,0.611,2,1.500,2,1,2,1.250,2,1.500,6,3.537,13,9,3,1,
1594,0.833,4,3.000,3,1,6,3.556,5,3.333,6,4.599,17,13,2,1,
1595,0.722,1,1.000,2,2,2,1.500,6,3.238,6,4.000,7,19,1,5,
1596,0.333,2,1.500,2,1,2,1.333,1,1.000,2,1.400,8,4,2,1,
1597,0.278,2,1.500,2,1,1,1.000,5,2.667,5,2.400,3,7,1,1,
1598,0.611,1,1.000,1,1,4,2.400,1,1.000,6,3.891,11,11,1,1,
1599,0.417,1,1.000,2,2,1,1.000,1,1.000,2,1.400,9,6,2,1,
1600,0.917,5,3.000,2,1,4,2.429,5,3.222,6,4.613,17,16,3,2,
1601,0.361,2,1.333,3,2,1,1.000,4,2.833,6,3.200,2,11,1,1,
1602,0.417,1,1.000,2,2,1,1.000,1,1.000,5,2.333,8,7,2,1,
1603,0.694,2,1.500,2,1,2,1.200,4,2.167,6,3.609,11,14,4,2,
1604,1.000,2,1.500,2,1,6,3.859,4,2.250,6,4.713,25,11,5,1,
1605,0.361,2,1.500,2,1,1,1.000,2,2.000,6,3.100,4,9,2,0,
1606,0.806,1,1.000,5,5,3,2.667,6,3.192,6,4.474,9,20,0,4,
1607,0.861,1,1.000,3,3,6,3.120,4,2.000,6,4.431,19,12,2,3,
1608,0.306,1,1.000,4,4,0,0.000,3,1.500,4,2.000,3,8,0,3,
1609,0.861,2,1.333,3,2,4,2.750,3,1.750,6,4.472,16,15,1,4,
1610,0.222,1,1.000,2,2,2,1.500,1,1.000,2,1.333,6,2,1,1,
1611,0.889,1,1.000,4,4,3,2.000,5,2.800,6,4.493,12,20,1,5,
1612,0.694,2,1.500,2,1,1,1.000,6,3.733,6,4.118,11,14,5,0,
1613,0.694,2,1.333,3,2,5,2.286,2,1.400,6,3.833,14,11,2,3,
1614,0.694,2,1.500,2,1,5,2.000,3,2.333,6,3.959,15,10,5,0,
1615,0.417,1,1.000,3,3,0,0.000,1,1.000,2,1.400,6,9,0,3,
1616,0.389,1,1.000,2,2,2,1.500,2,1.500,4,2.000,7,7,1,1,
1617,0.306,2,1.333,3,2,1,1.000,3,1.750,3,1.833,2,9,1,2,
1618,0.389,1,1.000,5,5,3,2.500,1,1.000,5,2.636,7,7,0,3,
1619,0.333,2,1.333,3,2,0,0.000,2,2.000,4,2.714,4,8,0,0,
1620,0.472,2,1.500,2,1,2,1.500,4,2.500,6,3.852,6,11,1,1,
1621,0.333,2,1.333,3,2,1,1.000,2,2.000,6,3.889,6,6,1,0,
1622,0.306,2,1.333,3,2,1,1.000,4,3.250,4,3.000,3,8,1,0,
1623,0.944,1,1.000,2,2,6,3.625,5,2.700,6,4.668,20,14,3,2,
1624,0.528,1,1.000,2,2,1,1.000,5,3.188,5,3.148,3,16,1,2,
1625,0.361,1,1.000,3,3,2,1.667,1,1.000,5,2.250,9,4,1,2,
1626,0.306,2,1.250,4,3,0,0.000,2,1.500,3,2.250,5,6,0,1,
1627,0.361,1,1.000,1,1,3,1.800,0,0.000,6,3.200,9,4,2,0,
1628,0.528,3,1.667,3,2,4,2.875,3,2.000,6,4.000,12,7,1,1,
1629,0.639,1,1.000,4,4,3,2.000,1,1.000,6,3.148,13,10,1,4,
1630,0.639,2,1.500,2,1,4,2.000,5,3.111,6,3.611,11,12,3,2,
1631,0.361,1,1.000,4,4,2,1.500,1,1.000,4,1.875,5,8,1,3,
1632,0.361,2,1.500,2,1,1,1.000,1,1.000,3,1.600,6,7,2,1,
1633,0.611,1,1.000,2,2,4,3.000,2,1.333,6,3.796,10,12,0,2,
1634,0.278,1,1.000,1,1,1,1.000,0,0.000,5,2.600,6,4,2,0,
1635,0.556,2,1.500,2,1,2,1.500,4,2.500,6,3.951,9,11,1,1,
1636,0.472,2,1.500,4,2,1,1.000,4,2.000,4,2.231,5,12,3,2,
1637,0.667,2,1.667,3,1,3,1.625,3,2.000,6,3.679,13,11,4,1,
1638,0.444,1,1.000,2,2,2,1.500,2,1.500,6,2.909,9,7,1,1,
1639,0.778,2,1.333,3,2,3,1.875,5,3.000,6,4.283,13,15,3,2,
1640,0.333,1,1.000,1,1,1,1.000,0,0.000,5,3.444,8,4,1,0,
1641,0.250,1,1.000,1,1,1,1.000,0,0.000,5,3.750,7,2,1,0,
1642,0.806,2,1.333,3,2,3,1.714,6,3.550,6,4.319,13,16,4,2,
1643,0.861,2,1.500,2,1,6,3.312,2,1.500,6,4.456,21,10,3,2,
1644,0.472,3,1.500,4,3,1,1.000,4,2.167,4,2.273,6,11,1,2,
1645,0.833,2,1.667,3,1,4,1.778,6,3.783,6,4.331,14,16,5,0,
1646,0.972,2,1.333,3,2,6,3.762,5,2.545,6,4.657,21,14,3,3,
1647,0.667,3,2.000,3,1,6,2.600,3,1.500,6,3.303,15,9,3,3,
1648,0.667,2,1.333,3,2,3,1.750,4,2.250,6,3.895,11,13,2,3,
1649,0.833,2,1.400,5,3,4,2.125,6,3.500,6,4.373,12,18,3,3,
1650,0.472,1,1.000,2,2,2,1.667,1,1.000,5,2.615,11,6,2,1,
1651,0.528,1,1.000,1,1,6,3.375,3,2.000,6,3.806,12,7,1,1,
1652,0.639,2,1.333,3,2,5,2.909,1,1.000,6,3.683,14,9,1,2,
1653,0.667,3,2.000,3,1,2,1.250,5,3.143,6,4.053,13,11,3,1,
1654,0.306,1,1.000,8,8,2,2.000,1,1.000,2,1.400,6,5,0,3,
1655,0.361,2,1.333,3,2,1,1.000,3,2.000,4,2.429,5,8,1,1,
1656,0.444,1,1.000,2,2,1,1.000,1,1.000,5,2.500,8,8,2,1,
1657,0.389,1,1.000,4,4,2,1.500,1,1.000,5,2.444,9,5,1,2,
1658,0.889,2,1.667,3,1,5,2.947,4,2.125,6,4.451,19,13,4,2,
1659,0.889,1,1.000,1,1,5,2.688,1,1.000,6,4.495,20,12,4,2,
1660,0.500,1,1.000,1,1,1,1.000,2,2.000,6,3.273,9,9,4,0,
1661,0.278,1,1.000,4,4,3,2.000,1,1.000,3,1.500,6,4,1,2,
1662,0.889,2,1.500,2,1,5,2.556,5,3.259,6,4.479,13,19,4,2,
1663,0.944,1,1.000,2,2,6,3.214,5,2.615,6,4.575,16,18,2,4,
1664,0.694,4,2.250,4,1,3,1.750,4,2.500,6,4.074,15,10,4,1,
1665,0.278,2,1.250,4,3,0,0.000,2,1.500,4,2.400,5,5,0,1,
1666,0.250,1,1.000,1,1,1,1.000,0,0.000,5,3.000,6,3,1,0,
1667,0.889,9,5.000,2,1,5,2.667,5,3.348,6,4.509,14,18,4,2,
1668,0.528,1,1.000,1,1,1,1.000,2,1.500,6,3.640,11,8,2,1,
1669,1.000,1,1.000,2,2,6,3.743,4,2.333,6,4.713,21,15,4,2,
1670,0.500,1,1.000,2,2,4,1.750,1,1.000,5,2.583,10,8,3,1,
1671,0.500,4,2.500,2,1,1,1.000,3,1.600,5,2.385,9,9,1,3,
1672,0.389,2,1.400,5,3,1,1.000,2,1.333,5,2.333,6,8,2,2,
1673,0.667,1,1.000,2,2,2,1.500,3,1.833,6,3.967,9,15,1,3,
1674,0.778,2,1.500,2,1,3,1.750,4,2.000,6,4.133,11,17,2,3,
1675,0.333,4,2.500,2,1,2,1.500,4,4.000,4,2.714,5,7,1,0,
1676,1.000,2,1.400,5,3,6,3.464,3,1.900,6,4.713,20,16,3,3,
1677,0.306,1,1.000,1,1,2,1.333,0,0.000,5,2.875,7,4,2,0,
1678,0.417,1,1.000,3,3,2,1.333,1,1.000,6,2.750,8,7,2,2,
1679,0.861,1,1.000,2,2,6,3.611,5,2.933,6,4.559,16,15,3,1,
