sample_nb,density,max_cycle,avgcycle,nb_attractor,nb_fixed_point,mxc_inhib,avgc_inhib,mxc_exct,avgc_exct,mxc_all,avgc_all,totalInhibition,totalExcitation,totalAutoInhibition,totalAutoExcitation,
115,1.000,1,1.000,2,2,6,3.125,6,3.659,6,4.713,13,23,1,5,
116,0.278,2,1.500,2,1,1,1.000,3,1.667,3,1.400,3,7,2,2,
117,0.278,3,2.000,4,2,2,2.000,3,2.000,5,2.800,5,5,0,1,
118,0.333,1,1.000,4,4,0,0.000,2,1.333,3,1.800,7,5,0,2,
119,0.389,1,1.000,3,3,2,2.000,1,1.000,4,2.455,7,7,0,3,
120,0.722,1,1.000,4,4,6,3.385,3,1.500,6,4.238,14,12,0,4,
121,0.250,1,1.000,2,2,3,2.000,1,1.000,3,1.667,8,1,1,1,
122,0.389,3,2.000,3,1,1,1.000,3,2.000,5,2.818,6,8,2,1,
123,0.889,3,1.750,4,2,3,1.714,5,3.269,6,4.538,13,19,3,2,
124,0.250,1,1.000,1,1,5,3.000,0,0.000,5,2.750,7,2,1,0,
125,0.861,1,1.000,2,2,6,3.909,5,3.120,6,4.578,12,19,0,4,
126,0.389,1,1.000,6,6,2,2.000,2,1.250,5,2.400,5,9,0,3,
127,0.556,2,1.333,3,2,2,1.500,2,1.500,6,3.296,11,9,2,1,
128,0.389,2,1.500,2,1,2,1.500,2,2.000,5,2.667,8,6,1,0,
129,0.889,1,1.000,4,4,5,3.000,5,2.688,6,4.545,14,18,1,4,
130,0.306,5,3.000,2,1,2,1.500,5,4.000,5,3.286,5,6,1,0,
131,0.500,1,1.000,1,1,1,1.000,6,4.750,6,3.815,9,9,2,0,
132,0.222,1,1.000,2,2,0,0.000,1,1.000,5,3.333,4,4,0,1,
133,0.444,3,2.000,2,1,5,2.833,3,3.000,6,3.353,11,5,1,0,
134,0.639,2,1.250,4,3,3,1.833,2,1.600,6,3.815,12,11,2,2,
135,0.472,1,1.000,4,4,1,1.000,1,1.000,2,1.286,9,8,2,3,
136,0.667,1,1.000,2,2,5,2.429,3,1.800,6,3.879,12,12,2,2,
137,0.972,4,1.667,6,4,6,3.860,4,2.125,6,4.657,22,13,3,3,
138,0.250,1,1.000,2,2,1,1.000,1,1.000,5,3.000,3,6,1,1,
139,0.722,4,2.500,2,1,4,2.000,5,2.846,6,4.024,12,14,3,2,
140,0.250,2,1.200,5,4,0,0.000,2,1.333,2,1.333,0,9,0,2,
141,0.500,2,1.500,2,1,2,1.500,4,2.286,6,3.200,6,12,1,3,
142,0.306,1,1.000,1,1,1,1.000,0,0.000,4,2.800,5,6,1,0,
143,0.306,1,1.000,1,1,1,1.000,0,0.000,5,2.833,6,5,1,0,
144,0.694,6,3.500,2,1,2,1.400,6,3.500,6,4.193,12,13,3,1,
145,0.444,1,1.000,2,2,1,1.000,1,1.000,6,3.684,9,7,2,1,
146,0.667,5,3.000,2,1,4,2.000,5,3.667,6,3.982,14,10,3,1,
147,0.444,1,1.000,2,2,3,2.000,2,1.333,5,2.824,8,8,1,2,
148,0.778,1,1.000,2,2,5,3.417,4,2.143,6,4.230,14,14,2,3,
149,0.361,1,1.000,2,2,2,2.000,3,2.000,6,3.417,6,7,0,1,
150,0.944,1,1.000,1,1,3,1.500,5,3.000,6,4.601,19,15,5,1,
151,0.278,1,1.000,2,2,0,0.000,1,1.000,3,2.250,5,5,0,1,
152,0.278,1,1.000,4,4,2,1.500,1,1.000,2,1.250,7,3,1,2,
153,0.722,1,1.000,2,2,2,1.500,4,2.364,6,3.973,9,17,1,3,
154,0.556,2,1.333,3,2,5,2.857,2,1.333,6,3.719,12,8,1,2,
155,0.389,2,1.400,5,3,1,1.000,1,1.000,1,1.000,6,8,2,3,
156,0.500,1,1.000,2,2,5,5.000,2,1.400,6,3.481,6,12,0,3,
157,0.333,1,1.000,2,2,0,0.000,4,2.500,5,3.400,4,8,0,1,
158,0.361,1,1.000,1,1,2,1.333,0,0.000,2,1.500,9,4,2,0,
159,0.417,2,1.333,3,2,2,1.500,4,2.500,6,3.357,6,9,1,1,
160,0.528,1,1.000,2,2,2,1.333,4,2.250,6,3.360,8,11,2,1,
161,0.611,2,1.500,2,1,2,1.250,4,2.600,6,3.562,9,13,3,1,
162,0.778,1,1.000,1,1,3,1.500,2,2.000,6,4.240,16,12,4,0,
163,0.944,2,1.200,5,4,6,3.808,2,1.375,6,4.575,17,17,1,5,
164,0.611,2,1.600,5,2,2,1.500,4,2.333,6,3.694,8,14,2,1,
165,0.917,2,1.500,2,1,6,4.026,2,1.333,6,4.562,21,12,4,2,
166,0.861,2,1.500,2,1,4,2.143,6,3.391,6,4.223,13,18,3,3,
167,0.750,1,1.000,2,2,3,2.167,4,2.200,6,4.082,13,14,1,3,
168,0.278,1,1.000,1,1,1,1.000,1,1.000,4,2.400,5,5,1,1,
169,0.667,1,1.000,1,1,1,1.000,2,1.500,6,3.651,13,11,2,2,
170,0.556,1,1.000,2,2,2,1.333,4,2.200,6,3.370,9,11,2,2,
171,0.306,1,1.000,2,2,3,2.500,2,2.000,3,2.333,7,4,0,0,
172,0.722,1,1.000,3,3,3,1.800,4,2.125,6,3.947,10,16,2,3,
173,0.361,4,2.500,2,1,1,1.000,4,3.000,4,3.000,5,8,1,0,
174,1.000,2,1.500,2,1,5,2.500,5,2.556,6,4.713,19,17,3,3,
175,0.333,1,1.000,2,2,1,1.000,1,1.000,5,3.143,5,7,1,1,
176,0.778,1,1.000,2,2,3,1.833,2,1.500,6,4.153,13,15,3,2,
177,0.667,5,2.333,3,2,6,3.917,5,3.250,6,4.390,12,12,0,1,
178,0.306,1,1.000,2,2,2,2.000,1,1.000,4,2.500,7,4,0,1,
179,0.278,1,1.000,3,3,0,0.000,1,1.000,5,3.200,4,6,0,2,
180,0.500,1,1.000,3,3,2,1.500,4,2.333,5,2.789,5,13,1,2,
181,0.833,1,1.000,2,2,6,4.115,3,1.500,6,4.519,19,11,1,3,
182,0.278,1,1.000,3,3,1,1.000,1,1.000,4,2.000,4,6,1,2,
183,0.806,2,1.250,4,3,5,3.000,4,2.333,6,4.413,13,16,1,3,
184,0.722,3,2.333,3,1,2,1.500,5,2.778,6,4.168,13,13,2,2,
185,0.389,1,1.000,1,1,1,1.000,2,2.000,5,2.125,7,7,3,0,
186,0.972,2,1.500,2,1,2,1.400,5,3.359,6,4.657,13,22,3,3,
187,0.333,1,1.000,2,2,2,1.500,1,1.000,4,2.250,9,3,1,1,
188,1.000,1,1.000,2,2,5,2.778,3,1.750,6,4.713,22,14,4,2,
189,0.389,2,1.500,2,1,1,1.000,2,1.500,6,3.222,5,9,1,1,
190,1.000,2,1.500,2,1,6,3.310,4,1.889,6,4.713,20,16,2,4,
191,0.667,3,2.000,2,1,3,2.000,4,2.375,6,4.068,11,13,1,2,
192,0.694,1,1.000,3,3,2,1.500,4,2.000,6,3.565,13,12,2,3,
193,0.944,2,1.250,4,3,6,3.294,6,3.273,6,4.575,16,18,3,3,
194,0.917,1,1.000,2,2,5,2.938,2,1.250,6,4.527,19,14,3,3,
195,0.250,1,1.000,1,1,3,3.000,0,0.000,4,2.750,5,4,0,0,
196,0.694,2,1.500,2,1,5,2.750,3,2.200,6,3.795,14,11,3,1,
197,0.361,1,1.000,6,6,2,2.000,1,1.000,3,1.875,7,6,0,3,
198,0.306,3,2.000,2,1,1,1.000,4,3.000,5,3.000,3,8,1,0,
199,0.778,2,1.500,4,2,5,2.769,4,2.250,6,4.125,15,13,3,3,
200,0.500,1,1.000,2,2,3,2.500,4,2.000,5,3.045,6,12,0,3,
201,0.333,1,1.000,1,1,1,1.000,0,0.000,5,3.143,8,4,1,0,
202,0.583,2,1.500,2,1,2,1.333,5,3.000,6,3.744,7,14,2,1,
203,0.444,1,1.000,2,2,2,2.000,3,1.500,6,3.333,6,10,0,3,
204,0.583,1,1.000,3,3,3,2.500,2,1.250,6,3.773,11,10,0,3,
205,0.861,2,1.333,3,2,3,2.000,6,3.786,6,4.559,13,18,1,3,
206,0.972,1,1.000,4,4,6,3.833,3,1.900,6,4.657,20,15,2,4,
207,0.833,3,2.000,3,1,6,4.133,4,2.143,6,4.519,18,12,1,3,
208,0.778,2,1.667,3,1,5,2.750,4,2.429,6,4.137,16,12,4,2,
209,0.444,1,1.000,4,4,1,1.000,1,1.000,4,2.273,9,7,1,3,
210,0.306,1,1.000,2,2,0,0.000,3,2.000,6,3.714,5,6,0,1,
211,0.944,1,1.000,1,1,6,3.958,6,3.750,6,4.668,21,13,3,2,
212,0.306,1,1.000,2,2,1,1.000,2,1.500,3,2.000,5,6,1,1,
213,0.528,1,1.000,1,1,2,1.333,1,1.000,5,2.533,10,9,2,2,
214,0.694,3,2.000,2,1,4,2.333,6,3.444,6,4.048,12,13,2,1,
215,0.444,2,1.500,2,1,3,2.000,2,2.000,5,3.294,8,8,2,0,
216,0.556,1,1.000,3,3,4,2.200,4,2.200,6,3.160,11,9,2,2,
217,0.500,1,1.000,1,1,2,1.333,0,0.000,6,3.500,10,8,2,0,
218,0.333,2,1.500,2,1,2,1.500,4,2.667,5,2.714,5,7,1,1,
219,0.389,1,1.000,1,1,2,2.000,1,1.000,6,3.688,7,7,0,1,
220,0.333,3,2.000,2,1,1,1.000,2,1.500,2,1.333,6,6,3,1,
221,0.694,3,2.000,2,1,1,1.000,4,2.625,6,3.780,11,14,4,2,
222,0.417,3,1.667,3,2,1,1.000,3,2.000,4,2.000,8,7,3,1,
223,0.944,2,1.333,3,2,3,1.800,6,3.830,6,4.575,12,22,2,4,
224,0.361,1,1.000,4,4,1,1.000,1,1.000,5,2.000,9,4,2,2,
225,0.361,6,3.667,3,1,1,1.000,6,3.667,6,3.333,5,8,1,1,
226,0.333,1,1.000,4,4,2,1.500,1,1.000,4,2.000,7,5,1,2,
227,0.778,1,1.000,3,3,5,3.318,2,1.250,6,4.067,19,9,2,3,
228,0.417,1,1.000,4,4,2,1.500,1,1.000,6,3.154,8,7,1,2,
229,0.333,1,1.000,1,1,2,1.333,0,0.000,4,2.375,7,5,2,0,
230,0.250,1,1.000,1,1,1,1.000,0,0.000,2,1.500,6,3,2,0,
231,0.583,7,4.000,2,1,3,1.500,5,2.667,6,3.556,12,9,3,1,
232,0.972,3,2.000,2,1,2,1.500,6,3.688,6,4.657,15,20,3,3,
233,0.333,1,1.000,2,2,1,1.000,2,1.500,4,2.000,6,6,2,1,
234,0.889,2,1.333,6,4,6,3.500,3,1.571,6,4.451,20,12,2,4,
235,0.778,1,1.000,3,3,3,1.857,5,2.818,6,4.110,12,16,3,2,
236,0.389,1,1.000,3,3,2,1.500,3,1.750,3,2.111,5,9,1,2,
237,0.833,3,2.000,2,1,5,2.500,5,2.778,6,4.435,16,14,4,1,
238,0.972,5,3.000,3,1,5,2.700,6,4.000,6,4.657,14,21,3,3,
239,0.972,5,2.667,3,1,6,3.360,5,2.562,6,4.657,18,17,2,4,
240,0.417,2,1.333,3,2,3,2.000,2,2.000,5,3.000,8,7,1,0,
241,0.528,1,1.000,3,3,6,3.875,2,1.333,6,3.517,11,8,0,2,
242,0.389,2,1.333,3,2,2,1.667,2,1.333,5,2.333,7,7,1,2,
243,0.944,3,2.000,3,1,4,2.273,6,3.769,6,4.566,16,18,4,2,
244,0.500,5,2.333,3,2,1,1.000,5,3.286,6,3.381,6,12,2,1,
245,0.611,3,2.000,3,1,5,2.429,3,1.750,6,3.578,12,10,2,2,
246,0.333,2,1.250,4,3,3,2.000,1,1.000,3,1.500,6,6,1,3,
247,0.861,2,1.333,3,2,4,2.333,5,3.000,6,4.381,15,16,2,3,
248,0.806,1,1.000,3,3,5,2.818,5,2.444,6,4.340,15,14,1,4,
249,0.306,1,1.000,1,1,2,1.500,0,0.000,5,2.833,6,5,1,0,
250,0.472,1,1.000,3,3,1,1.000,4,2.167,4,2.308,5,12,1,3,
251,0.667,2,1.333,3,2,2,1.500,2,1.500,6,3.924,11,13,2,2,
252,0.333,1,1.000,2,2,3,2.500,1,1.000,5,3.000,8,4,0,1,
253,0.306,4,2.500,2,1,2,1.500,1,1.000,4,2.000,5,6,1,1,
254,0.583,1,1.000,2,2,3,1.667,3,1.750,6,3.722,12,9,3,2,
255,0.222,2,1.500,2,1,1,1.000,1,1.000,3,1.667,5,3,1,1,
256,0.472,2,1.333,3,2,1,1.000,2,1.500,4,2.000,7,10,3,2,
257,0.611,1,1.000,2,2,5,2.667,1,1.000,6,4.103,14,8,2,1,
258,0.972,2,1.500,2,1,6,3.357,5,3.000,6,4.657,21,14,5,1,
259,0.417,1,1.000,2,2,2,1.500,1,1.000,5,3.000,8,7,1,1,
260,0.667,2,1.750,4,1,3,2.000,5,2.364,6,3.583,9,15,1,4,
261,0.556,2,1.500,4,2,2,1.500,3,1.714,6,3.462,5,15,1,3,
262,0.944,1,1.000,2,2,5,2.857,5,3.217,6,4.668,16,18,3,2,
263,0.861,1,1.000,3,3,4,2.571,6,2.842,6,4.283,12,19,1,5,
264,0.278,1,1.000,4,4,0,0.000,3,2.200,5,3.000,1,9,0,1,
265,0.528,1,1.000,3,3,3,2.250,2,1.250,6,3.346,9,10,0,3,
266,0.778,1,1.000,3,3,4,2.375,5,2.444,6,4.153,15,13,2,3,
267,0.639,1,1.000,1,1,6,3.143,2,2.000,6,4.111,15,8,1,0,
268,0.722,1,1.000,2,2,2,1.500,6,3.400,6,4.012,7,19,1,3,
269,0.444,2,1.500,2,1,2,1.500,5,2.571,5,2.875,4,12,1,1,
270,0.944,1,1.000,2,2,6,3.841,2,1.200,6,4.575,21,13,2,4,
271,0.500,1,1.000,4,4,4,2.000,3,1.667,5,2.538,12,6,2,2,
272,0.306,1,1.000,3,3,2,2.000,1,1.000,4,2.000,5,6,0,2,
273,0.389,1,1.000,2,2,1,1.000,1,1.000,5,2.700,8,6,2,1,
274,0.306,1,1.000,2,2,2,1.500,1,1.000,3,1.800,8,3,1,1,
275,0.444,1,1.000,2,2,2,1.500,1,1.000,6,2.818,8,8,1,2,
276,0.972,1,1.000,3,3,5,2.938,6,3.000,6,4.657,17,18,3,3,
277,0.444,2,1.500,2,1,1,1.000,6,3.600,6,3.850,6,10,1,0,
278,0.500,4,2.000,3,2,3,2.333,4,2.667,6,3.821,8,10,1,1,
279,0.472,2,1.500,2,1,3,1.750,2,1.333,6,3.400,10,7,2,2,
280,0.611,4,2.000,3,2,3,2.667,6,3.857,6,4.268,10,12,0,1,
281,0.278,3,2.000,4,2,0,0.000,3,3.000,6,3.714,5,5,0,0,
282,0.694,2,1.500,2,1,2,1.333,4,1.833,6,3.825,10,15,2,3,
283,0.667,2,1.333,3,2,2,1.333,5,2.500,6,3.571,11,13,2,2,
284,0.556,2,1.333,3,2,5,3.100,1,1.000,6,3.464,12,8,1,2,
285,0.278,4,3.000,3,1,0,0.000,1,1.000,4,2.000,3,7,0,2,
286,0.361,1,1.000,2,2,1,1.000,1,1.000,5,3.111,5,8,1,1,
287,0.583,1,1.000,1,1,4,2.571,1,1.000,6,4.154,12,9,2,1,
288,0.694,2,1.333,3,2,4,2.556,3,1.600,6,3.905,14,11,3,3,
289,0.639,7,3.333,3,1,3,1.667,5,2.900,6,3.811,9,14,2,2,
290,0.583,2,1.167,6,5,2,1.500,5,2.800,6,3.429,8,13,1,2,
291,0.667,3,2.000,3,1,2,1.500,6,3.077,6,4.143,9,15,2,1,
292,0.472,2,1.667,3,1,2,1.250,2,2.000,5,2.938,10,7,3,0,
293,0.278,1,1.000,1,1,1,1.000,0,0.000,3,1.667,6,4,2,0,
294,0.778,2,1.500,2,1,2,1.400,6,3.483,6,4.111,10,18,3,2,
295,0.361,1,1.000,1,1,4,2.333,0,0.000,5,3.300,9,4,1,0,
296,0.889,2,1.500,2,1,3,1.667,6,4.000,6,4.469,11,21,3,3,
297,0.694,1,1.000,2,2,2,1.250,4,2.375,6,3.680,12,13,3,2,
298,0.306,1,1.000,1,1,1,1.000,0,0.000,4,3.000,7,4,1,0,
299,0.889,1,1.000,3,3,3,1.800,5,2.647,6,4.479,13,19,2,4,
300,0.639,2,1.500,2,1,5,2.778,3,2.000,6,3.867,13,10,2,1,
301,0.667,1,1.000,2,2,5,3.250,4,2.167,6,4.165,13,11,1,2,
302,0.694,2,1.600,5,2,2,1.500,4,2.125,6,4.162,12,13,2,2,
303,0.639,1,1.000,2,2,4,2.500,3,1.800,6,3.750,12,11,2,2,
304,0.444,2,1.600,5,2,1,1.000,2,1.333,6,3.154,7,9,1,2,
305,0.444,2,1.250,4,3,2,1.500,4,2.250,6,3.632,7,9,1,2,
306,0.972,2,1.500,4,2,3,1.750,6,3.887,6,4.657,13,22,4,2,
307,0.333,3,1.667,3,2,1,1.000,3,2.667,5,2.875,5,7,1,0,
308,0.306,3,1.667,3,2,1,1.000,3,2.000,5,2.167,6,5,2,1,
309,0.306,2,1.250,4,3,1,1.000,2,1.500,5,2.500,3,8,1,1,
310,0.194,1,1.000,1,1,1,1.000,0,0.000,2,1.500,3,4,1,0,
311,0.583,1,1.000,2,2,1,1.000,1,1.000,6,3.393,13,8,4,1,
312,0.194,1,1.000,8,8,0,0.000,1,1.000,2,1.250,2,5,0,3,
313,0.500,3,1.667,3,2,4,2.500,3,2.333,5,3.471,10,8,1,1,
314,0.444,2,1.667,3,1,2,1.333,1,1.000,6,2.643,7,9,2,3,
315,0.306,1,1.000,4,4,1,1.000,1,1.000,3,1.714,5,6,1,3,
316,0.278,1,1.000,2,2,0,0.000,1,1.000,2,1.667,4,6,0,1,
317,0.306,2,1.250,4,3,1,1.000,2,1.500,2,1.333,6,5,1,1,
318,0.500,1,1.000,1,1,4,3.000,1,1.000,6,3.316,10,8,1,2,
319,0.444,2,1.667,3,1,1,1.000,4,2.333,4,2.364,5,11,1,2,
