n,density,max_cycle,nb_sym,nb_sym_transcient,nb_sym_cycle,ratio_sym,ratio_sym_transcient,ratio_sym_cycle,mat,
3718,0.980,1,0,0,0,0.5133928571428573,0.5124716553287983,0.5714285714285714,"[-1.0; -1.0; 1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; -1.0; -1.0; -1.0; -1.0; -1.0; -1.0; -1.0; -1.0; -1.0; -1.0; -1.0; -1.0; -1.0; 1.0; 1.0; -1.0; 1.0; -1.0; 1.0; 1.0; 1.0; -1.0; -1.0; 1.0; -1.0; 0.0; -1.0; -1.0; 1.0; -1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; -1.0; 1.0; -1.0]",
3719,0.816,2,0,0,0,0.5982142857142855,0.5990783410138245,0.5714285714285714,"[1.0; -1.0; -1.0; 1.0; -1.0; 0.0; -1.0; -1.0; 0.0; 0.0; 1.0; 0.0; -1.0; 1.0; 1.0; 0.0; 1.0; -1.0; 1.0; 1.0; 1.0; 1.0; -1.0; 0.0; -1.0; 1.0; -1.0; -1.0; 1.0; -1.0; 0.0; 1.0; 1.0; 0.0; 1.0; -1.0; 0.0; -1.0; -1.0; 1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; -1.0; -1.0; -1.0]",
3720,0.408,1,0,0,0,0.2678571428571425,0.2653061224489793,0.42857142857142855,"[0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; -1.0; 1.0; 0.0; -1.0; 1.0; 1.0; 0.0; 0.0; 1.0; 1.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; -1.0; -1.0; 0.0; -1.0; 0.0]",
3721,0.388,2,0,0,0,0.27232142857142827,0.2728337236533954,0.26190476190476186,"[0.0; 0.0; 0.0; 0.0; 1.0; -1.0; -1.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 1.0; 0.0; 1.0; -1.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; -1.0; 0.0]",
3722,0.980,2,0,0,0,0.5758928571428569,0.5785123966942145,0.5306122448979591,"[1.0; -1.0; 1.0; -1.0; 1.0; 1.0; 1.0; -1.0; 1.0; 1.0; -1.0; 1.0; 1.0; 1.0; 0.0; 1.0; -1.0; 1.0; 1.0; -1.0; 1.0; -1.0; -1.0; 1.0; 1.0; 1.0; -1.0; -1.0; 1.0; -1.0; -1.0; -1.0; -1.0; 1.0; -1.0; -1.0; 1.0; -1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; -1.0; -1.0; -1.0; 1.0; -1.0]",
3723,0.653,1,0,0,0,0.4553571428571429,0.4537142857142858,0.5238095238095238,"[0.0; -1.0; -1.0; -1.0; 0.0; -1.0; -1.0; 1.0; 0.0; 0.0; -1.0; -1.0; -1.0; 1.0; 1.0; -1.0; -1.0; 0.0; 0.0; 1.0; 1.0; -1.0; 1.0; 1.0; -1.0; 1.0; -1.0; 1.0; 0.0; 1.0; -1.0; -1.0; 1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 1.0]",
3724,0.245,1,0,0,0,0.5357142857142855,0.5365579302587175,0.42857142857142855,"[0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0]",
3725,0.939,1,0,0,0,0.3928571428571426,0.3937007874015746,0.2857142857142857,"[1.0; 1.0; -1.0; -1.0; -1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; 1.0; -1.0; -1.0; -1.0; -1.0; -1.0; 1.0; 1.0; 1.0; 1.0; -1.0; -1.0; 0.0; 1.0; -1.0; -1.0; 1.0; -1.0; -1.0; 1.0; -1.0; -1.0; 1.0; 1.0; -1.0; 0.0; -1.0; -1.0; 0.0; -1.0; -1.0; -1.0; -1.0; -1.0; -1.0; -1.0; 1.0; -1.0]",
3726,0.816,2,0,0,0,0.5736607142857142,0.5761124121779858,0.5238095238095237,"[0.0; 1.0; -1.0; 1.0; -1.0; 0.0; -1.0; -1.0; 1.0; -1.0; 1.0; -1.0; 1.0; -1.0; -1.0; -1.0; 1.0; 1.0; 0.0; 1.0; -1.0; -1.0; 0.0; -1.0; 1.0; -1.0; -1.0; 1.0; 1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 1.0; 1.0; 0.0; -1.0; 1.0; -1.0; 1.0; 1.0; -1.0]",
3727,0.265,1,0,0,0,0.5,0.5024630541871921,0.4761904761904761,"[1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; -1.0; -1.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0]",
3728,0.816,5,0,0,0,0.4285714285714286,0.42975206611570255,0.4081632653061224,"[1.0; -1.0; 1.0; 0.0; -1.0; 1.0; -1.0; 0.0; 1.0; -1.0; 1.0; 1.0; 1.0; 1.0; -1.0; 0.0; 1.0; 1.0; -1.0; -1.0; 1.0; -1.0; -1.0; 1.0; -1.0; 1.0; 0.0; 1.0; -1.0; -1.0; 1.0; 0.0; -1.0; -1.0; -1.0; 0.0; -1.0; 1.0; -1.0; -1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 0.0; 0.0; 1.0; -1.0]",
3729,0.633,2,0,0,0,0.6160714285714282,0.6119047619047617,0.6785714285714285,"[1.0; 1.0; 0.0; 0.0; 0.0; -1.0; 1.0; -1.0; 1.0; 0.0; 1.0; -1.0; 1.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 1.0; -1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; -1.0; 1.0; -1.0; -1.0; 1.0; 1.0; -1.0; 0.0; -1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; -1.0; -1.0; 1.0; 1.0]",
3730,0.265,1,0,0,0,0.5714285714285712,0.5714285714285712,0.5714285714285714,"[-1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0]",
3731,0.429,1,0,0,0,0.3616071428571425,0.36054421768707445,0.42857142857142855,"[-1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; -1.0; -1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0; 1.0; -1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0]",
3732,0.551,2,0,0,0,0.28124999999999994,0.2822580645161289,0.24999999999999994,"[-1.0; -1.0; -1.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; 1.0; -1.0; 0.0; -1.0; 0.0; 1.0; 1.0; -1.0; -1.0; 0.0; -1.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 1.0; 0.0; 1.0; -1.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; -1.0; -1.0; 1.0]",
3733,0.469,5,0,0,0,0.4107142857142858,0.4145199063231852,0.33333333333333326,"[1.0; 0.0; 0.0; -1.0; 1.0; 0.0; 1.0; 1.0; -1.0; 0.0; 0.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; 0.0; -1.0; -1.0; 0.0; -1.0; 0.0; -1.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; -1.0; -1.0; 1.0; -1.0; 0.0]",
3734,0.306,1,0,0,0,0.5803571428571428,0.5793650793650793,0.6428571428571428,"[0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; 1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; -1.0; 1.0; 1.0; -1.0; 0.0; 1.0; 0.0]",
3735,0.898,3,0,0,0,0.43526785714285726,0.4343786295005808,0.45714285714285713,"[-1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 0.0; -1.0; 1.0; 1.0; 1.0; 1.0; -1.0; 0.0; 1.0; 1.0; -1.0; 1.0; 0.0; 1.0; 0.0; -1.0; -1.0; -1.0; 1.0; 1.0; 1.0; -1.0; -1.0; 1.0; -1.0; -1.0; -1.0; 1.0; 1.0; -1.0; 1.0; -1.0; -1.0; -1.0; 0.0; 1.0; -1.0; -1.0; -1.0; -1.0; 1.0; 1.0; 1.0]",
3736,0.673,9,0,0,0,0.5803571428571427,0.5835351089588375,0.5428571428571428,"[0.0; -1.0; 1.0; -1.0; 0.0; -1.0; 1.0; 1.0; -1.0; 0.0; 1.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; -1.0; 1.0; 1.0; 0.0; 1.0; -1.0; 1.0; -1.0; 0.0; 0.0; 1.0; -1.0; -1.0; -1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; -1.0; 1.0; -1.0; 0.0; -1.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; -1.0]",
3737,0.347,2,0,0,0,0.5982142857142854,0.5999999999999996,0.5238095238095238,"[-1.0; 1.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 1.0; 0.0; 0.0; 1.0; 1.0; 0.0; -1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0]",
3738,0.224,2,0,0,0,0.5714285714285712,0.5702671312427408,0.6,"[1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0]",
3739,0.408,2,0,0,0,0.6249999999999992,0.6274285714285707,0.5238095238095238,"[-1.0; 0.0; -1.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 1.0; -1.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 1.0; -1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 1.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 1.0; 0.0]",
3740,0.286,2,0,0,0,0.6249999999999994,0.6210153482880751,0.6938775510204083,"[0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 1.0; -1.0; 0.0; 0.0; 1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0]",
3741,0.265,1,0,0,0,0.39285714285714285,0.39229024943310653,0.42857142857142855,"[0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 1.0]",
3742,0.306,1,0,0,0,0.3928571428571426,0.3937007874015746,0.2857142857142857,"[-1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 1.0; -1.0; 0.0; 0.0; -1.0; 1.0; -1.0]",
3743,0.653,4,2,2,0,0.5803571428571426,0.5807200929152145,0.5714285714285714,"[0.0; 0.0; -1.0; 0.0; 0.0; 0.0; -1.0; 1.0; 1.0; -1.0; 1.0; -1.0; 0.0; 1.0; -1.0; 0.0; 1.0; 0.0; 1.0; -1.0; 0.0; -1.0; -1.0; 0.0; -1.0; 1.0; 1.0; -1.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 1.0; -1.0; -1.0; 0.0; -1.0; 1.0; -1.0; 0.0; 1.0; 1.0; -1.0; 1.0; -1.0; 0.0; 1.0]",
3744,0.714,3,0,0,0,0.38839285714285726,0.38135593220338976,0.47142857142857136,"[1.0; -1.0; 1.0; -1.0; -1.0; -1.0; -1.0; 1.0; 0.0; 0.0; 1.0; -1.0; 1.0; -1.0; 1.0; 0.0; -1.0; 1.0; -1.0; -1.0; 0.0; -1.0; -1.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 1.0; -1.0; -1.0; 1.0; 1.0; 1.0; 1.0]",
3745,0.388,2,0,0,0,0.44642857142857145,0.4483159117305459,0.4,"[0.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 1.0; 0.0; 1.0; -1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; -1.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0]",
3746,0.531,4,6,6,0,0.7142857142857137,0.7167487684729063,0.6904761904761904,"[-1.0; -1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 1.0; -1.0; -1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; -1.0; 1.0; 0.0; 0.0; 1.0; 1.0; 1.0; 1.0; -1.0; 0.0; 0.0; 1.0; -1.0; 0.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0]",
3747,0.857,2,0,0,0,0.30133928571428553,0.30529953917050673,0.17857142857142855,"[-1.0; -1.0; -1.0; 1.0; 0.0; -1.0; -1.0; -1.0; 1.0; -1.0; 1.0; 0.0; -1.0; 0.0; 1.0; -1.0; 1.0; 1.0; 1.0; 1.0; -1.0; 1.0; 0.0; -1.0; 1.0; -1.0; 1.0; -1.0; -1.0; -1.0; 1.0; -1.0; 0.0; 1.0; 1.0; 0.0; -1.0; -1.0; 1.0; -1.0; -1.0; 0.0; -1.0; -1.0; 1.0; -1.0; -1.0; -1.0; 1.0]",
3748,0.347,1,0,0,0,0.44642857142857123,0.44799999999999984,0.38095238095238093,"[0.0; -1.0; 0.0; -1.0; 0.0; 1.0; -1.0; 1.0; 0.0; -1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; -1.0; -1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0]",
3749,0.490,2,0,0,0,0.5267857142857141,0.5230414746543777,0.6428571428571428,"[0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 1.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; -1.0; 1.0; 1.0; 0.0; 1.0; 0.0; -1.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 1.0; 0.0; 1.0; -1.0; 0.0; 0.0; -1.0; 1.0; 0.0; -1.0; 0.0; 0.0; 1.0]",
3750,0.327,2,0,0,0,0.3750000000000001,0.38095238095238104,0.2857142857142857,"[0.0; -1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; -1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; 0.0; 0.0; 1.0; -1.0; 0.0; 0.0; -1.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0]",
3751,0.367,4,0,0,0,0.5178571428571428,0.518735362997658,0.49999999999999994,"[0.0; -1.0; 0.0; 0.0; 1.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 1.0; 1.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 1.0; 0.0; 1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0]",
3752,0.204,1,0,0,0,0.2499999999999996,0.25084364454443153,0.14285714285714285,"[0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0]",
3753,0.776,2,0,0,0,0.5937499999999997,0.5908571428571425,0.7142857142857143,"[1.0; 1.0; 0.0; 1.0; -1.0; 1.0; 0.0; 0.0; -1.0; -1.0; 0.0; 1.0; -1.0; 1.0; 1.0; 1.0; 1.0; 1.0; -1.0; 0.0; 1.0; 1.0; 1.0; -1.0; 1.0; 0.0; 1.0; 1.0; -1.0; 0.0; 0.0; -1.0; -1.0; -1.0; -1.0; 0.0; -1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; 0.0; 1.0; -1.0; -1.0; 0.0; 1.0]",
3754,0.959,1,8,8,0,0.6763392857142855,0.6728110599078339,0.7857142857142857,"[1.0; 1.0; -1.0; -1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; -1.0; 1.0; 1.0; 0.0; -1.0; 1.0; -1.0; 1.0; -1.0; 1.0; 1.0; -1.0; -1.0; 1.0; 1.0; 1.0; -1.0; -1.0; 1.0; 1.0; -1.0; -1.0; 1.0; 1.0; -1.0; -1.0; 1.0; -1.0; 1.0; -1.0; 1.0; 1.0; 1.0; -1.0; 1.0; 1.0; 0.0; -1.0; 1.0]",
3755,0.245,1,0,0,0,0.35714285714285693,0.35600907029478435,0.42857142857142855,"[0.0; -1.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0]",
3756,0.367,3,0,0,0,0.6785714285714278,0.6806722689075623,0.6507936507936507,"[0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 1.0; 0.0; -1.0; 1.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; -1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; -1.0; 0.0]",
3757,0.469,4,0,0,0,0.339285714285714,0.34030197444831567,0.3142857142857142,"[1.0; 0.0; -1.0; -1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 1.0; -1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; -1.0; 0.0; -1.0; 0.0; 1.0; 1.0; 0.0; -1.0; -1.0; 0.0; 0.0; 1.0; -1.0; 0.0; -1.0; 0.0; -1.0; -1.0]",
3758,0.388,3,0,0,0,0.41071428571428564,0.4099883855981416,0.4285714285714285,"[1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; -1.0; -1.0; 1.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; -1.0; -1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0]",
3759,0.429,2,0,0,0,0.2767857142857142,0.2788571428571427,0.19047619047619047,"[0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 1.0; -1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 1.0; -1.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; -1.0; 0.0; 0.0; 1.0; 0.0; -1.0; 0.0; 1.0; 1.0; 0.0; 1.0; 1.0; 0.0; 0.0; -1.0]",
3760,0.612,1,0,0,0,0.4843749999999999,0.4868571428571427,0.38095238095238093,"[0.0; -1.0; 0.0; 1.0; 0.0; -1.0; -1.0; -1.0; 0.0; 0.0; -1.0; 0.0; 1.0; 1.0; 0.0; 1.0; 0.0; 1.0; 0.0; -1.0; 0.0; -1.0; 1.0; -1.0; 1.0; -1.0; 0.0; 0.0; -1.0; 1.0; 0.0; -1.0; 0.0; 1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 0.0; 1.0; 1.0; -1.0; 0.0; 1.0; -1.0; 0.0; 0.0; 0.0]",
3761,0.327,6,0,0,0,0.5714285714285713,0.5749999999999998,0.5178571428571428,"[1.0; 1.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; -1.0; 1.0; -1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; -1.0; 1.0; 0.0; 0.0]",
3762,0.265,1,0,0,0,0.3749999999999997,0.3771428571428569,0.2857142857142857,"[0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; -1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; 0.0; 1.0]",
3763,0.429,1,0,0,0,0.39285714285714285,0.3931428571428571,0.38095238095238093,"[1.0; 0.0; -1.0; -1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; -1.0; -1.0; 0.0; 0.0; 0.0; -1.0; -1.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; 1.0; 0.0; -1.0; 0.0; 0.0]",
3764,1.000,2,0,0,0,0.2477678571428568,0.24571428571428536,0.3333333333333333,"[-1.0; 1.0; 1.0; -1.0; 1.0; -1.0; -1.0; 1.0; 1.0; -1.0; -1.0; -1.0; -1.0; -1.0; -1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; 1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; -1.0; -1.0; -1.0; -1.0; -1.0; 1.0; -1.0; -1.0; -1.0; 1.0; -1.0; 1.0; 1.0; -1.0; -1.0; 1.0; 1.0; -1.0; 1.0; -1.0; -1.0]",
3765,0.735,6,0,0,0,0.43526785714285726,0.440576230492197,0.365079365079365,"[-1.0; 1.0; -1.0; 0.0; 1.0; 1.0; 1.0; -1.0; 1.0; 1.0; 0.0; 1.0; -1.0; 0.0; 1.0; 1.0; 1.0; -1.0; 1.0; -1.0; 0.0; -1.0; -1.0; -1.0; 0.0; 0.0; -1.0; 1.0; -1.0; -1.0; -1.0; 0.0; -1.0; 0.0; 1.0; 1.0; 1.0; -1.0; -1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 1.0; -1.0]",
