n,density,max_cycle,nb_sym,nb_sym_transcient,nb_sym_cycle,ratio_sym,ratio_sym_transcient,ratio_sym_cycle,mat,
0,0.224,1,0,0,0,0.35714285714285715,0.3617511520737327,0.21428571428571425,"[0.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0]",
1,0.469,1,0,0,0,0.5267857142857145,0.5245714285714288,0.6190476190476191,"[1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; 1.0; -1.0; 0.0; 0.0; -1.0; 1.0; 1.0; 1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; -1.0; -1.0; -1.0; 1.0; -1.0; 1.0; -1.0]",
2,0.449,1,0,0,0,0.589285714285714,0.5888501742160276,0.5999999999999999,"[1.0; 0.0; 1.0; 0.0; 1.0; -1.0; -1.0; 0.0; 1.0; 0.0; 0.0; -1.0; 1.0; 0.0; -1.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; -1.0; 1.0]",
3,0.286,1,0,0,0,0.4107142857142859,0.41496598639455806,0.14285714285714285,"[1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; -1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0]",
4,0.959,2,0,0,0,0.5312500000000001,0.5322580645161291,0.49999999999999994,"[1.0; -1.0; 1.0; -1.0; 1.0; -1.0; -1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; 1.0; 0.0; -1.0; -1.0; -1.0; 1.0; 1.0; -1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; -1.0; 1.0; -1.0; -1.0; -1.0; -1.0; 1.0; -1.0; -1.0; -1.0; -1.0; 1.0; 1.0; 1.0; -1.0; 1.0; 1.0; -1.0; 1.0; -1.0; 1.0]",
5,0.592,1,0,0,0,0.3660714285714285,0.36507936507936495,0.42857142857142855,"[0.0; -1.0; -1.0; 0.0; 1.0; -1.0; -1.0; -1.0; 0.0; 1.0; 0.0; 0.0; -1.0; 1.0; -1.0; -1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 0.0; -1.0; 1.0; -1.0; 0.0; -1.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 1.0; 0.0; 1.0; -1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0]",
6,0.959,2,0,0,0,0.4263392857142858,0.42400000000000004,0.5238095238095238,"[-1.0; 1.0; 1.0; -1.0; -1.0; 1.0; 1.0; 1.0; 1.0; 1.0; -1.0; 1.0; 0.0; 1.0; 1.0; -1.0; -1.0; -1.0; -1.0; 1.0; -1.0; -1.0; -1.0; -1.0; -1.0; -1.0; -1.0; 1.0; 1.0; 1.0; -1.0; 1.0; -1.0; -1.0; -1.0; 1.0; -1.0; -1.0; -1.0; -1.0; 1.0; 0.0; 1.0; -1.0; 1.0; 1.0; 1.0; 1.0; 1.0]",
7,0.429,2,0,0,0,0.4107142857142858,0.41086186540732006,0.4081632653061224,"[0.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0; -1.0; 0.0; 1.0; -1.0; -1.0; -1.0; 0.0; 0.0; 1.0; -1.0; 0.0; 0.0; 1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 1.0; 1.0; -1.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0]",
8,0.633,3,0,0,0,0.41964285714285704,0.41686182669789223,0.4761904761904761,"[0.0; -1.0; 1.0; 0.0; -1.0; 1.0; 1.0; -1.0; 1.0; 0.0; 1.0; 0.0; 1.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; -1.0; -1.0; -1.0; 1.0; 0.0; 0.0; 1.0; -1.0; -1.0; 1.0; 0.0; 1.0; -1.0; 0.0; 0.0; -1.0; 1.0; -1.0; -1.0; 0.0; 0.0; 0.0; -1.0; -1.0; 1.0; -1.0; -1.0; 0.0; 0.0]",
9,0.592,1,0,0,0,0.18303571428571402,0.18253968253968228,0.21428571428571427,"[0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; -1.0; -1.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; -1.0; 1.0; 0.0; -1.0; 0.0; -1.0; 1.0; -1.0; -1.0; 0.0; -1.0; 1.0; 0.0; 1.0; -1.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; -1.0; 0.0; -1.0; -1.0; -1.0; 1.0]",
10,0.327,1,0,0,0,0.42857142857142866,0.42970521541950124,0.3571428571428571,"[-1.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0]",
11,0.245,1,0,0,0,0.3571428571428568,0.3582766439909294,0.2857142857142857,"[0.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 0.0; 1.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; -1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0]",
12,0.306,4,0,0,0,0.6607142857142849,0.6525096525096521,0.7142857142857143,"[0.0; 0.0; -1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; -1.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0]",
13,0.653,2,0,0,0,0.5178571428571429,0.5191637630662022,0.48571428571428577,"[-1.0; 1.0; -1.0; -1.0; -1.0; -1.0; 1.0; 1.0; -1.0; 0.0; -1.0; 0.0; 0.0; 1.0; -1.0; 0.0; 1.0; 0.0; -1.0; -1.0; 1.0; 0.0; 1.0; 0.0; 1.0; 0.0; 1.0; 0.0; -1.0; -1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; -1.0; -1.0; 0.0; 1.0; 0.0; 0.0; 1.0; -1.0; 0.0; 1.0]",
14,0.286,1,0,0,0,0.35714285714285715,0.3577052868391451,0.2857142857142857,"[0.0; 0.0; -1.0; 0.0; -1.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 0.0]",
15,0.204,1,0,0,0,0.6428571428571422,0.6422947131608543,0.7142857142857143,"[0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0]",
16,0.490,3,0,0,0,0.44642857142857156,0.4494773519163764,0.37142857142857144,"[-1.0; 1.0; -1.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; -1.0; -1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; -1.0; -1.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; -1.0; 1.0; -1.0]",
17,0.490,1,0,0,0,0.6428571428571422,0.6417050691244234,0.6785714285714286,"[1.0; 0.0; -1.0; 0.0; 0.0; 0.0; -1.0; -1.0; 1.0; 0.0; 0.0; -1.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 1.0; -1.0; 0.0; 1.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; 1.0; -1.0; 0.0; -1.0; 1.0; 0.0; 0.0; 1.0; 1.0; 0.0; -1.0; 0.0; 0.0; 1.0; 0.0]",
18,0.245,1,0,0,0,0.1785714285714284,0.17800453514739215,0.21428571428571427,"[0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 0.0]",
19,0.878,3,0,0,0,0.4174107142857142,0.4168618266978922,0.42857142857142855,"[-1.0; 1.0; 1.0; 1.0; 1.0; 0.0; -1.0; -1.0; -1.0; -1.0; 1.0; -1.0; -1.0; 1.0; 0.0; -1.0; 0.0; 1.0; -1.0; -1.0; 0.0; 1.0; 1.0; -1.0; 1.0; 1.0; -1.0; -1.0; 1.0; 1.0; 1.0; -1.0; -1.0; 0.0; -1.0; -1.0; -1.0; -1.0; 1.0; 1.0; 1.0; 0.0; -1.0; 1.0; 1.0; 1.0; -1.0; 1.0; -1.0]",
20,0.265,1,0,0,0,0.5178571428571429,0.5192743764172336,0.42857142857142855,"[0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 1.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; -1.0]",
21,0.612,2,0,0,0,0.5803571428571425,0.5842044134727057,0.48571428571428565,"[0.0; 1.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0; -1.0; 1.0; 1.0; -1.0; -1.0; 0.0; -1.0; 1.0; -1.0; -1.0; 0.0; 0.0; 0.0; 1.0; -1.0; -1.0; 1.0; -1.0; 0.0; -1.0; 1.0; 1.0; 0.0; -1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 1.0; 1.0; 0.0; 0.0; -1.0; -1.0; -1.0; -1.0; 0.0; 0.0; 1.0]",
22,0.286,2,0,0,0,0.5357142857142854,0.5348571428571426,0.5714285714285715,"[0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 1.0; -1.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0]",
23,0.490,5,0,0,0,0.42857142857142844,0.4310134310134308,0.40259740259740256,"[0.0; 1.0; 1.0; 0.0; 0.0; 1.0; 0.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; -1.0; -1.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 1.0; -1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 1.0; -1.0; 1.0; 1.0; -1.0; 0.0; 0.0; 1.0; 0.0; -1.0]",
24,0.633,2,0,0,0,0.5312500000000001,0.5314285714285716,0.5238095238095238,"[-1.0; 1.0; 0.0; 1.0; 0.0; 0.0; -1.0; -1.0; -1.0; 1.0; 0.0; 0.0; 1.0; 1.0; -1.0; 0.0; -1.0; 1.0; 0.0; -1.0; 1.0; -1.0; -1.0; 1.0; -1.0; -1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 1.0; 1.0; -1.0; -1.0; -1.0; 0.0; 1.0; 0.0; -1.0; 1.0]",
25,0.265,1,0,0,0,0.5892857142857139,0.5894263217097858,0.5714285714285714,"[0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; -1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; -1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0]",
26,0.857,2,0,0,0,0.4598214285714285,0.4571428571428571,0.5714285714285714,"[1.0; -1.0; -1.0; 1.0; 1.0; -1.0; -1.0; 0.0; 1.0; 1.0; -1.0; -1.0; 0.0; 1.0; 1.0; -1.0; 0.0; -1.0; 1.0; 1.0; 1.0; 1.0; -1.0; 1.0; 0.0; 1.0; 0.0; -1.0; 1.0; -1.0; 1.0; 1.0; 0.0; 1.0; -1.0; 1.0; 1.0; 1.0; 1.0; 0.0; -1.0; 1.0; 1.0; 1.0; 1.0; -1.0; -1.0; -1.0; -1.0]",
27,0.531,8,0,0,0,0.5714285714285713,0.5714285714285713,0.5714285714285714,"[1.0; 0.0; -1.0; 1.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; -1.0; -1.0; 1.0; -1.0; -1.0; 0.0; 1.0; 1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; -1.0; 0.0; -1.0; 0.0; -1.0; 0.0; 1.0; -1.0; -1.0; 0.0; 0.0; 1.0; 0.0; 0.0]",
28,0.490,3,0,0,0,0.33928571428571414,0.33914053426248536,0.3428571428571428,"[1.0; 0.0; 0.0; 0.0; -1.0; 1.0; 1.0; -1.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0; -1.0; 1.0; -1.0; -1.0; 1.0; 0.0; 0.0; 0.0; 1.0; -1.0; -1.0; 1.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; 1.0; 0.0; -1.0; 0.0]",
29,0.510,2,0,0,0,0.5535714285714284,0.5538641686182668,0.5476190476190476,"[1.0; -1.0; -1.0; 1.0; 0.0; 1.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; 1.0; 0.0; 0.0; 1.0; -1.0; 1.0; -1.0; -1.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 1.0; 0.0; 1.0; 1.0; -1.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0]",
30,0.204,1,0,0,0,0.6428571428571419,0.642294713160854,0.7142857142857143,"[0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0]",
31,0.265,1,0,0,0,0.4285714285714286,0.4297052154195012,0.3571428571428571,"[1.0; 0.0; -1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; 1.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; 0.0; 0.0; 0.0]",
32,0.959,2,4,1,3,0.718749999999999,0.7118437118437112,0.7922077922077922,"[1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; -1.0; 1.0; -1.0; -1.0; -1.0; -1.0; 1.0; -1.0; 1.0; 1.0; 1.0; 1.0; -1.0; -1.0; 1.0; -1.0; 1.0; 1.0; -1.0; 1.0; -1.0; 1.0; 1.0; 1.0; -1.0; -1.0; 1.0; -1.0; 1.0; 1.0; 1.0; 0.0; 1.0; -1.0; 1.0; 1.0; 1.0; -1.0; 1.0; 1.0; 1.0; 1.0]",
33,0.694,2,0,0,0,0.5044642857142858,0.49940968122786317,0.5918367346938777,"[1.0; 0.0; 0.0; -1.0; 1.0; -1.0; 1.0; 1.0; 1.0; -1.0; -1.0; 0.0; 0.0; 0.0; -1.0; 0.0; 1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; 0.0; 0.0; 1.0; 1.0; 0.0; -1.0; -1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 0.0; -1.0; 0.0; 1.0; -1.0; 0.0; -1.0; 0.0; -1.0; 1.0; 1.0; 1.0; 0.0; 1.0]",
34,0.327,1,0,0,0,0.16071428571428562,0.16099773242630377,0.14285714285714285,"[-1.0; 0.0; 0.0; 0.0; 0.0; 1.0; -1.0; 0.0; 1.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; -1.0; 1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 1.0; 0.0; -1.0; 0.0]",
35,0.347,1,0,0,0,0.2589285714285711,0.26171428571428534,0.14285714285714285,"[0.0; 0.0; -1.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; -1.0; -1.0; 0.0; -1.0; 0.0; 1.0]",
36,0.510,2,0,0,0,0.3839285714285714,0.38211382113821135,0.42857142857142855,"[0.0; -1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; 1.0; 0.0; 0.0; 1.0; -1.0; -1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 1.0; 1.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; -1.0; 0.0; 1.0; 0.0; 0.0; 1.0; -1.0; -1.0; -1.0; -1.0; -1.0; 1.0; 0.0]",
37,0.755,3,8,6,2,0.7142857142857139,0.709523809523809,0.7857142857142857,"[1.0; -1.0; 0.0; 1.0; 1.0; 1.0; -1.0; -1.0; 1.0; 1.0; 1.0; 0.0; -1.0; 0.0; 1.0; -1.0; 0.0; 0.0; 1.0; 1.0; 0.0; 1.0; 0.0; 1.0; -1.0; -1.0; 1.0; 1.0; 1.0; 1.0; -1.0; 0.0; -1.0; -1.0; -1.0; -1.0; -1.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0]",
38,0.918,5,0,0,0,0.39732142857142844,0.39929742388758765,0.35714285714285715,"[-1.0; -1.0; 1.0; -1.0; -1.0; -1.0; -1.0; -1.0; -1.0; -1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; 1.0; -1.0; 1.0; 1.0; 1.0; -1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; 1.0; -1.0; -1.0; -1.0; 0.0; -1.0; 1.0; -1.0; -1.0; 1.0; 0.0; -1.0; -1.0; -1.0; 0.0; 1.0; -1.0; 0.0; -1.0; -1.0; 1.0]",
39,0.408,1,0,0,0,0.33928571428571425,0.3417142857142857,0.23809523809523805,"[1.0; 1.0; 0.0; 1.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; -1.0; -1.0; 1.0; 1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; -1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; 0.0; 0.0]",
40,0.653,2,6,3,3,0.7767857142857139,0.7714285714285711,0.8571428571428571,"[1.0; 1.0; 0.0; 1.0; 1.0; 1.0; -1.0; 0.0; -1.0; -1.0; 1.0; 0.0; 0.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; -1.0; -1.0; -1.0; 1.0; -1.0; 1.0; -1.0; -1.0; 1.0; -1.0; 0.0; 0.0; 0.0]",
41,0.694,2,0,0,0,0.49553571428571425,0.49371428571428566,0.5714285714285714,"[1.0; 0.0; 0.0; 1.0; -1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; -1.0; -1.0; 1.0; 0.0; 1.0; 1.0; 1.0; 1.0; -1.0; -1.0; 0.0; 1.0; 0.0; -1.0; -1.0; -1.0; 1.0; 1.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 1.0; -1.0]",
42,0.245,2,0,0,0,0.42857142857142855,0.42857142857142855,0.42857142857142855,"[0.0; 0.0; 1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0]",
43,0.633,1,0,0,0,0.38839285714285726,0.3866213151927439,0.5,"[0.0; -1.0; -1.0; -1.0; -1.0; 0.0; 1.0; 0.0; 1.0; -1.0; -1.0; 1.0; 0.0; -1.0; 0.0; 1.0; -1.0; 1.0; -1.0; 0.0; 0.0; 0.0; 0.0; -1.0; -1.0; 1.0; 0.0; 0.0; 0.0; 1.0; -1.0; 1.0; 1.0; 1.0; 1.0; -1.0; 1.0; -1.0; -1.0; 0.0; 0.0; 1.0; 0.0; -1.0; 0.0; 0.0; 1.0; 1.0; 0.0]",
44,0.449,3,0,0,0,0.3214285714285711,0.3228803716608591,0.2857142857142857,"[-1.0; 0.0; 0.0; 0.0; -1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; -1.0; 0.0; 1.0; -1.0; 1.0; -1.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 1.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 1.0; 0.0; -1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 1.0; 1.0]",
45,0.224,1,0,0,0,0.5,0.49943757030371205,0.5714285714285714,"[0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; -1.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; -1.0; 0.0; 0.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0]",
46,0.388,2,0,0,0,0.7499999999999992,0.7491289198606265,0.7714285714285714,"[0.0; 1.0; -1.0; 0.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 1.0; -1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; -1.0; -1.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 1.0; -1.0; 0.0; -1.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0]",
47,0.265,1,0,0,0,0.5357142857142856,0.5362811791383219,0.5,"[0.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; -1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; -1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; -1.0; 0.0; 0.0; -1.0]",
